,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
214,,"34""~36""","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,8,8,관리소,B,0,,0,0,B,
215,,,,,,,1,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
216,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
217,,,,,,,1.4,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
218,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
219,,,,,,,1.3,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
220,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
221,,,,,,,1.8199999999999998,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
222,,"30""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,3,,,,,,3,7,7,관리소,B,21,,21,21,B,
223,,,,,,,1,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
224,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
225,,,,,,,1.4,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
226,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
227,,,,,,,1.3,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
228,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
229,,,,,,,1.8199999999999998,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
230,,"24""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,7,7,관리소,B,0,,0,0,B,
231,,,,,,,1,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
232,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
233,,,,,,,1.4,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
234,,,,,,,1.4,"주배관
(인소스)",,,,,,,0,,7,주배관,B,0,,0,0,,
235,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
236,,,,,,,1.3,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
237,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
238,,,,,,,1.8199999999999998,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
239,,"26""","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,7,7,관리소,B,0,,0,0,B,
240,,,,,,,1,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
241,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
242,,,,,,,1.4,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
243,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
244,,,,,,,1.3,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
245,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
246,,,,,,,1.8199999999999998,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
247,,"20""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,17,,,,,,17,5,5,관리소,B,85,,85,85,B,"ㅇ 야간 주배관 용접물량에서
     '내부선원법:외부선원법'의 비율을 '8:2'로 적용

 ㅇ투과두께 : 
    (내부선원법) 11.9mm
    (외부선원법) 11.9mm × 2(이중벽) = 23.8mm"
248,,,,,,,1,주배관,535,,,,,,535,,5,주배관,B,2675,,2675,2675,,
249,,,,,15mm초과~25mm이하,1.4,1.4,관리소,5,,,,,,5,,5,관리소,B,25,,25,35,,
250,,,,,,,1.4,주배관,134,,,,,,134,,5,주배관,B,670,,670,938,,
251,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,5,관리소,B,0,,0,0,,
252,,,,,,,1.3,주배관,,,,,,,0,,5,주배관,B,0,,0,0,,
253,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,5,관리소,B,0,,0,0,,
254,,,,,,,1.8199999999999998,주배관,,,,,,,0,,5,주배관,B,0,,0,0,,
255,,"16""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,5,5,관리소,A,0,,0,0,A,투과두께 : 9.5mm × 2(이중벽) = 19mm
256,,,,,,,1,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
257,,,,,15mm초과~25mm이하,1.4,1.4,관리소,1,,,,,,1,,5,관리소,A,5,,5,7,,
258,,,,,,,1.4,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
259,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,5,관리소,A,0,,0,0,,
260,,,,,,,1.3,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
261,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,5,관리소,A,0,,0,0,,
262,,,,,,,1.8199999999999998,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
263,,"14""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,5,5,관리소,A,0,,0,0,A,투과두께 : 9.5mm × 2(이중벽) = 19mm
264,,,,,,,1,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
265,,,,,15mm초과~25mm이하,1.4,1.4,관리소,18,,,,,,18,,5,관리소,A,90,,90,126,,
266,,,,,,,1.4,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
267,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,5,관리소,A,0,,0,0,,
268,,,,,,,1.3,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
269,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,5,관리소,A,0,,0,0,,
270,,,,,,,1.8199999999999998,주배관,,,,,,,0,,5,주배관,A,0,,0,0,,
271,,"12""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,4,4,관리소,A,0,,0,0,A,"ㅇ투과두께
    (P7,5) 9.5mm × 2(이중벽) = 19.0mm
    (P4,3,2,0.9) 8.4mm × 2(이중벽) = 16.8mm "
272,,,,,,,1,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
273,,,,,15mm초과~25mm이하,1.4,1.4,관리소,3,,,,,,3,,4,관리소,A,12,,12,17,,
274,,,,,,,1.4,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
275,,,,,25mm초과~40mm이하,2.2,2.2,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
276,,,,,,,2.2,주배관,,,,,,,,,4,주배관,A,0,,0,0,,
277,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
278,,,,,,,1.3,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
279,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
280,,,,,,,1.8199999999999998,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
281,,"10""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,4,4,관리소,A,0,,0,0,A,"ㅇ투과두께
    (P7,5) 9.5mm × 2(이중벽) = 19.0mm
    (P4,3,2,0.9) 7.8mm × 2(이중벽) = 15.6mm "
282,,,,,,,1,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
283,,,,,15mm초과~25mm이하,1.4,1.4,관리소,19,,,,,,19,,4,관리소,A,76,,76,106,,
284,,,,,,,1.4,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
285,,,,,25mm초과~40mm이하,2.2,2.2,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
286,,,,,,,2.2,주배관,,,,,,,,,4,주배관,A,0,,0,0,,
287,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
288,,,,,,,1.3,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
289,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
290,,,,,,,1.8199999999999998,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
291,,"8""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,3,3,관리소,A,0,,0,0,A,투과두께 : 9.5mm × 2(이중벽) = 19mm
292,,,,,,,1,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
293,,,,,15mm초과~25mm이하,1.4,1.4,관리소,3,,,,,,3,,3,관리소,A,9,,9,13,,
294,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
295,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A,0,,0,0,,
296,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
297,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A,0,,0,0,,
298,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
299,,"6""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,4,,,,,,4,3,3,관리소,A,12,,12,12,A,투과두께 : 7.1mm × 2(이중벽) = 14.2mm
300,,,,,,,1,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
301,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A,0,,0,0,,
302,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
303,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A,0,,0,0,,
304,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
305,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A,0,,0,0,,
306,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A,0,,0,0,,
307,,"4""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,16,,,,,,16,3,3,관리소,A/2,48,,48,48,A/2,투과두께 : 6.0mm × 2(이중벽) = 12.0mm
308,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
309,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
310,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
311,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
312,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
313,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
314,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
315,,"3""","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,3,3,관리소,A/2,0,,0,0,A/2,
316,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
317,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
318,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
319,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
320,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
321,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
322,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
323,,"3""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,3,3,관리소,A/2,0,,0,0,A/2,
324,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
325,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
326,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
327,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
328,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
329,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
330,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
331,,"2""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,34,,,,,,34,3,3,관리소,A/2,102,,102,102,A/2,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
332,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
333,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
334,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
335,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
336,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
337,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
338,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
339,,"1½""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,3,,,,,,3,3,3,관리소,A/2,9,,9,9,A/2,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
340,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
341,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
342,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
343,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
344,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
345,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
346,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
347,,"1""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,3,3,관리소,A/2,0,,0,0,A/2,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
348,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
349,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
350,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
351,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
352,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
353,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
354,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
355,,"3/4""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,2,,,,,,2,3,3,관리소,A/2,6,,6,6,A/2,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
356,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
357,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
358,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
359,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
360,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
361,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
362,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
363,,"1/2""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,1,,,,,,1,3,3,관리소,A/2,3,,3,3,A/2,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
364,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
365,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
366,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
367,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
368,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
369,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
370,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
371,,"2½""이하-(1)","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,2,2,관리소,A/2,0,,0,0,A/2,
372,,,,,,,1,주배관,,,,,,,0,,2,주배관,A/2,0,,0,0,,
373,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,2,관리소,A/2,0,,0,0,,
374,,,,,,,1.4,주배관,,,,,,,0,,2,주배관,A/2,0,,0,0,,
375,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,2,관리소,A/2,0,,0,0,,
376,,,,,,,1.3,주배관,,,,,,,0,,2,주배관,A/2,0,,0,0,,
377,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,2,관리소,A/2,0,,0,0,,
378,,,,,,,1.8199999999999998,주배관,,,,,,,0,,2,주배관,A/2,0,,0,0,,
379,,"2½""이하-(2)","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,3,3,관리소,A/2,0,,0,0,A/2,
380,,,,,,,1,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
381,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
382,,,,,,,1.4,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
383,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
384,,,,,,,1.3,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
385,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,3,관리소,A/2,0,,0,0,,
386,,,,,,,1.8199999999999998,주배관,,,,,,,0,,3,주배관,A/2,0,,0,0,,
387,,"6""
(Weldolet)",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,6,6,관리소,B,0,,0,0,B,
388,,,,,,,1,주배관,,,,,,,0,,6,주배관,B,0,,0,0,,
389,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,6,관리소,B,0,,0,0,,
390,,,,,,,1.4,주배관,,,,,,,0,,6,주배관,B,0,,0,0,,
391,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,6,관리소,B,0,,0,0,,
392,,,,,,,1.3,주배관,,,,,,,0,,6,주배관,B,0,,0,0,,
393,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,6,관리소,B,0,,0,0,,
394,,,,,,,1.8199999999999998,주배관,,,,,,,0,,6,주배관,B,0,,0,0,,
395,,"4""
(Weldolet)",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,2,,,,,,2,6,6,관리소,A,12,,12,12,A,투과두께 : 6.0mm × 2(이중벽) = 12.0mm
396,,,,,,,1,주배관,,,,,,,0,,6,주배관,A,0,,0,0,,
397,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,6,관리소,A,0,,0,0,,
398,6.0,,,,,,1.4,주배관,,,,,,,0,,6,주배관,A,0,,0,0,,
399,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,6,관리소,A,0,,0,0,,
400,,,,,,,1.3,주배관,,,,,,,0,,6,주배관,A,0,,0,0,,
401,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,6,관리소,A,0,,0,0,,
402,,,,,,,1.8199999999999998,주배관,,,,,,,0,,6,주배관,A,0,,0,0,,
403,,"2""
(Weldolet)",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,8,,,,,,8,4,4,관리소,A,32,,32,32,A,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
404,,,,,,,1,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
405,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
406,,,,,,,1.4,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
407,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
408,,,,,,,1.3,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
409,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
410,,,,,,,1.8199999999999998,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
411,,"1½"" 
(Weldolet)",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,1,,,,,,1,4,4,관리소,A,4,,4,4,A,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
412,,,,,,,1,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
413,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
414,,,,,,,1.4,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
415,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
416,,,,,,,1.3,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
417,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
418,,,,,,,1.8199999999999998,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
419,,"1"" 
(Weldolet)",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,1,,,,,,1,4,4,관리소,A,4,,4,4,A,투과두께 : 5.5mm이하(XS) × 2(이중벽) = 11.0mm이하
420,,,,,,,1,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
421,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
422,,,,,,,1.4,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
423,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
424,,,,,,,1.3,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
425,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,4,관리소,A,0,,0,0,,
426,,,,,,,1.8199999999999998,주배관,,,,,,,0,,4,주배관,A,0,,0,0,,
427,,합계,,,,,,,810,0,0,0,0,0,810,,,,,3900,0,3900,4255,,
428,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,
431,,  □ RT휴일,,,,,,,,,,,,,,,,,,,,,,,
432,,구경,"방사선원
종류","방사선원
보정계수㉲",투과두께,"투과두께
보정계수㉱","보정계수
종합","대상
분야",용접개소(BW),,,,,,,"개소당
촬영매수","개소당
촬영매수
(숨김)","대상
분야
(숨김)","필름
규격
(숨김)",ORIGINAL,REPAIR(3%),TOTAL,산식적용값,"필름
규격",비고
433,,,,,,,,,가산~가평,"나.
가스히터
개선","다.
계량설비
교체/설치","라.
볼밸브
교체","마.
안강~포강
배관이설","바.
포항~영덕
ILI피깅",소계,,,,,,,,,,
434,,"34""~36""","Ir-192(10~20Ci) 또는
Se-75(23.5~47Ci) 또는
Se-75(60Ci)",1,15mm 이하,1,1,관리소,,,,,,,0,8,8,관리소,B,0,,0,0,B,
435,,,,,,,1,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
436,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
437,,,,,,,1.4,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
438,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
439,,,,,,,1.3,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
440,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,8,관리소,B,0,,0,0,,
441,,,,,,,1.8199999999999998,주배관,,,,,,,0,,8,주배관,B,0,,0,0,,
442,,"30""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,3,,,,,,3,7,7,관리소,B,21,,21,21,B,
443,,,,,,,1,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
444,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
445,,,,,,,1.4,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
446,,,X-ray 발생장치,1.3,15mm 이하,1,1.3,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
447,,,,,,,1.3,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
448,,,,,15mm초과~25mm이하,1.4,1.8199999999999998,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
449,,,,,,,1.8199999999999998,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
450,,"24""",Ir-192 또는 Se-75,1,15mm 이하,1,1,관리소,,,,,,,0,7,7,관리소,B,0,,0,0,B,
451,,,,,,,1,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
452,,,,,15mm초과~25mm이하,1.4,1.4,관리소,,,,,,,0,,7,관리소,B,0,,0,0,,
453,,,,,,,1.4,주배관,,,,,,,0,,7,주배관,B,0,,0,0,,
454,,,,,,,1.4,"주배관
(인소스)",,,,,,,0,,7,주배관,B,0,,0,0,,
